"","CONTROL","AGE1","METRO3","REGION","LMED","FMR","L30","L50","L80","IPOV","BEDRMS","BUILT","STATUS","TYPE","VALUE","VACANCY","TENURE","NUNITS","ROOMS","WEIGHT","PER","ZINC2","ZADEQ","ZSMHC","STRUCTURETYPE","OWNRENT","UTILITY","OTHERCOST","COST06","COST12","COST08","COSTMED","TOTSAL","ASSISTED","GLMED","GL30","GL50","GL80","APLMED","ABL30","ABL50","ABL80","ABLMED","BURDEN","INCRELAMIPCT","INCRELAMICAT","INCRELPOVPCT","INCRELPOVCAT","INCRELFMRPCT","INCRELFMRCAT","COST06RELAMIPCT","COST06RELAMICAT","COST06RELPOVPCT","COST06RELPOVCAT","COST06RELFMRPCT","COST06RELFMRCAT","COST08RELAMIPCT","COST08RELAMICAT","COST08RELPOVPCT","COST08RELPOVCAT","COST08RELFMRPCT","COST08RELFMRCAT","COST12RELAMIPCT","COST12RELAMICAT","COST12RELPOVPCT","COST12RELPOVCAT","COST12RELFMRPCT","COST12RELFMRCAT","COSTMedRELAMIPCT","COSTMedRELAMICAT","COSTMedRELPOVPCT","COSTMedRELPOVCAT","COSTMedRELFMRPCT","COSTMedRELFMRCAT","FMTZADEQ","FMTMETRO3","FMTBUILT","FMTSTRUCTURETYPE","FMTBEDRMS","FMTOWNRENT","FMTCOST06RELPOVCAT","FMTCOST08RELPOVCAT","FMTCOST12RELPOVCAT","FMTCOSTMEDRELPOVCAT","FMTINCRELPOVCAT","FMTCOST06RELFMRCAT","FMTCOST08RELFMRCAT","FMTCOST12RELFMRCAT","FMTCOSTMEDRELFMRCAT","FMTINCRELFMRCAT","FMTCOST06RELAMICAT","FMTCOST08RELAMICAT","FMTCOST12RELAMICAT","FMTCOSTMEDRELAMICAT","FMTINCRELAMICAT","FMTASSISTED","FMTBURDEN","FMTREGION","FMTSTATUS"
"60978","'999900015712'",68,"'1'","'3'",62924,633,13364,22257,35599,11067,1,1980,"'1'",1,-6,-6,"'2'",110,4,1187.7217618,1,11100,"'1'",343,5,"'2'",43,0,343,343,343,343,0,1,62924,13364,22257,35599,44046.8,14318.571429,23846.785714,38141.785714,47193,0.3708108108,25.200468592,1,100.29818379,2,43.838862559,1,29.072108152,1,123.97216951,2,54.186413902,2,29.072108152,1,123.97216951,2,54.186413902,2,29.072108152,1,123.97216951,2,54.186413902,2,29.072108152,1,123.97216951,2,54.186413902,2,"'1 Adequate'","'Central City'","'1980-1989'","'5 50+ units'","'1 1BR'","'2 Renter'","'2 100-150% Poverty'","'2 100-150% Poverty'","'2 100-150% Poverty'","'2 100-150% Poverty'","'2 100-150% Poverty'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'1 LTE 50% FMR'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 Assisted'","'2 30% to 50%'","'-5'","'-5'"
"4947","'189029720145'",73,"'1'","'2'",66500,669,16082,26765,42813,13948,2,1930,"'1'",1,-6,-6,"'2'",1,4,1869.0881755,2,25364,"'1'",805,1,"'2'",254.66666667,0,805,805,805,805,0,0,66500,16082,26765,42813,53200,18092.25,30110.625,48164.625,59850,0.3808547548,47.676691729,2,181.84685976,3,94.783258595,2,53.801169591,3,230.85747061,4,120.32884903,3,53.801169591,3,230.85747061,4,120.32884903,3,53.801169591,3,230.85747061,4,120.32884903,3,53.801169591,3,230.85747061,4,120.32884903,3,"'1 Adequate'","'Central City'","'-5'","'1 Single Family'","'2 2BR'","'2 Renter'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 150-200% Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'2 50.1 - 100% FMR'","'3 50 - 60% AMI'","'3 50 - 60% AMI'","'3 50 - 60% AMI'","'3 50 - 60% AMI'","'2 30 - 50% AMI'","'0 Not Assisted'","'2 30% to 50%'","'-5'","'-5'"
"50382","'699426710141'",70,"'5'","'3'",50222,1034,12578,20951,33517,14007,4,1975,"'1'",1,450000,-6,"'1'",1,8,2493.166209,2,31008,"'1'",448,1,"'1'",206,137.5,3334.1796269,5071.8810175,3877.7465242,2958.0755048,0,-9,50222,12578,20951,33517,40177.6,18238.1,30378.95,48599.65,58257.52,0.173374613,77.177332643,4,221.37502677,4,74.97098646,2,228.92698672,7,952.1466772,4,322.45450937,3,266.24865076,7,1107.3738914,4,375.0238418,3,348.23871785,7,1448.3846698,4,490.51073671,3,203.10342801,7,844.74205891,4,286.08080317,3,"'1 Adequate'","'-5'","'1960-1979'","'1 Single Family'","'4 4BR+'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'2 50.1 - 100% FMR'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'4 60 - 80% AMI'","'.'","'1 Less than 30%'","'-5'","'-5'"
"34137","'499753930123'",86,"'1'","'3'",60991,602,12949,21555,34498,11067,1,1980,"'1'",1,-6,-6,"'2'",69,3,1061.5524693,1,36000,"'1'",630,5,"'2'",0,10,630,630,630,630,0,0,60991,12949,21555,34498,42693.7,13873.928571,23094.642857,36962.142857,45743.25,0.21,84.321574377,5,325.29140689,4,149.50166113,3,55.09009526,3,227.70398482,4,104.65116279,3,55.09009526,3,227.70398482,4,104.65116279,3,55.09009526,3,227.70398482,4,104.65116279,3,55.09009526,3,227.70398482,4,104.65116279,3,"'1 Adequate'","'Central City'","'1980-1989'","'5 50+ units'","'1 1BR'","'2 Renter'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 50 - 60% AMI'","'3 50 - 60% AMI'","'3 50 - 60% AMI'","'3 50 - 60% AMI'","'5 80 - 100% AMI'","'0 Not Assisted'","'1 Less than 30%'","'-5'","'-5'"
"54350","'731757280142'",64,"'3'","'3'",73559,1467,17757,29565,43499,15452,4,1995,"'1'",1,500000,-6,"'1'",1,7,1718.2232951,2,103987,"'1'",4171,1,"'1'",356.16666667,190,3869.1440299,5799.9233528,4473.1072491,3451.2505609,20000,-9,73559,17757,29565,43499,58847.2,25747.65,42869.25,63073.55,85328.44,0.4813293969,176.70679319,7,672.9679006,4,177.21029312,3,181.37652721,7,1001.5904815,4,263.74533264,3,209.68892665,7,1157.9361245,4,304.91528624,3,271.88699818,7,1501.4039226,4,395.35946509,3,161.78664749,7,893.41200126,4,235.25907027,3,"'1 Adequate'","'-5'","'1990-1999'","'1 Single Family'","'4 4BR+'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'.'","'2 30% to 50%'","'-5'","'-5'"
"47204","'687574750140'",54,"'2'","'4'",86700,2396,26200,43700,69900,23828,4,1950,"'1'",1,400000,-6,"'1'",1,8,2795.821926,4,119948,"'1'",2236,1,"'1'",152.66666667,50,2861.0485572,4405.6720156,3344.2191326,2526.733782,120000,-9,86700,26200,43700,69900,86700,30392,50692,81084,100572,0.2236969353,138.34832757,7,503.39096861,4,125.15442404,3,113.79105744,6,480.28345765,4,119.40937217,3,133.00795978,7,561.39317318,4,139.57508901,3,175.22459594,7,739.57898533,4,183.87612753,3,100.49452261,6,424.16212557,4,105.45633481,3,"'1 Adequate'","'-5'","'1940-1959'","'1 Single Family'","'4 4BR+'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'6 100 - 120% AMI'","'7 120% AMI +'","'7 120% AMI +'","'6 100 - 120% AMI'","'7 120% AMI +'","'.'","'1 Less than 30%'","'West'","'-5'"
"24371","'399083738286'",48,"'5'","'3'",46720,859,13216,22021,35224,18595,3,2005,"'1'",1,150000,-6,"'1'",1,6,2064.2945324,3,121974,"'1'",1185,1,"'1'",292.83333333,58.333333333,1348.0598756,1927.2936725,1529.2488414,1222.6918349,122000,-9,46720,13216,22021,35224,42048,15271.822222,25446.488889,40703.288889,48588.8,0.1165822224,290.08276256,7,655.95052433,4,354.98835856,3,110.97700504,6,289.9833021,4,156.93362929,3,125.89311458,7,328.95914846,4,178.02664044,3,158.6615576,7,414.58320463,4,224.36480472,3,100.65626934,6,263.01518364,4,142.33897962,3,"'1 Adequate'","'-5'","'2000-2009'","'1 Single Family'","'3 3BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'6 100 - 120% AMI'","'7 120% AMI +'","'7 120% AMI +'","'6 100 - 120% AMI'","'7 120% AMI +'","'.'","'1 Less than 30%'","'-5'","'-5'"
"53419","'730930130144'",51,"'3'","'1'",73738,1204,20222,33697,51838,18595,3,1995,"'1'",1,1,-6,"'1'",1,7,1188.4159431,3,91008,"'1'",2342,1,"'1'",342,0.0833333333,342.08997929,342.09384085,342.09118721,342.0891435,85000,-9,73738,20222,33697,51838,66364.2,23367.644444,38938.755556,59901.688889,76687.52,0.3088080169,137.13417776,7,489.4218876,4,188.97009967,3,17.84331945,1,73.587519072,1,28.412788977,1,17.843382455,1,73.587778911,1,28.412889304,1,17.843520867,1,73.588349738,1,28.413109705,1,17.843275855,1,73.587339285,1,28.41271956,1,"'1 Adequate'","'-5'","'1990-1999'","'1 Single Family'","'3 3BR'","'1 Owner'","'1 LTE Poverty'","'1 LTE Poverty'","'1 LTE Poverty'","'1 LTE Poverty'","'4 200%+ Poverty'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'3 GT FMR'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'7 120% AMI +'","'.'","'2 30% to 50%'","'-5'","'-5'"
"10987","'269502930133'",-9,"'2'","'2'",64810,1094,13639,22700,36292,-6,3,1950,"'3'",1,160000,3,"'-6'",1,6,397.42129005,-6,-6,"'-6'",-6,1,"'1'",50,66.666666667,1180.0194229,1797.8688062,1373.2876531,1046.2935128,-9,-9,64810,13639,22700,36292,-9,20263.657143,33725.714286,53919.542857,67402.4,-9,-9,-9,-9,-9,-9,-9,70.028332694,4,-9,-9,107.86283573,3,81.497848922,5,-9,-9,125.52903593,3,106.69464626,6,-9,-9,164.33901337,3,62.09235949,4,-9,-9,95.639260769,2,"'-5'","'-5'","'1940-1959'","'1 Single Family'","'3 3BR'","'1 Owner'","'.'","'.'","'.'","'.'","'.'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'2 50.1 - 100% FMR'","'.'","'4 60 - 80% AMI'","'5 80 - 100% AMI'","'6 100 - 120% AMI'","'4 60 - 80% AMI'","'.'","'.'","'.'","'-5'","'-5'"
"19104","'346711120141'",35,"'1'","'4'",61900,1421,30850,51350,82150,34575,2,1970,"'1'",1,-6,-6,"'2'",1,5,2866.5249867,7,33827,"'1'",1385,1,"'2'",235.33333333,0,1385,1385,1385,1385,27000,0,61900,30850,51350,82150,76756,22391.129032,37270.16129,59625,55710,0.491323499,44.070821825,2,97.836587129,1,59.512667136,2,99.44354694,4,160.23138106,3,97.466572836,2,99.44354694,4,160.23138106,3,97.466572836,2,99.44354694,4,160.23138106,3,97.466572836,2,99.44354694,4,160.23138106,3,97.466572836,2,"'1 Adequate'","'Central City'","'1960-1979'","'1 Single Family'","'2 2BR'","'2 Renter'","'3 150-200% Poverty'","'3 150-200% Poverty'","'3 150-200% Poverty'","'3 150-200% Poverty'","'1 LTE Poverty'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'4 60 - 80% AMI'","'4 60 - 80% AMI'","'4 60 - 80% AMI'","'4 60 - 80% AMI'","'2 30 - 50% AMI'","'0 Not Assisted'","'2 30% to 50%'","'West'","'-5'"
"27422","'402558140142'",-9,"'1'","'3'",67496,887,14199,23649,37798,-6,2,1980,"'3'",1,-6,1,"'-6'",18,5,1533.3242057,-6,-6,"'-6'",-6,3,"'2'",82,10.833333333,861.83333333,861.83333333,861.83333333,861.83333333,-9,-9,67496,14199,23649,37798,-9,18255.857143,30405.857143,48597.428571,60746.4,-9,-9,-9,-9,-9,-9,-9,56.749590648,3,-9,-9,97.162720782,2,56.749590648,3,-9,-9,97.162720782,2,56.749590648,3,-9,-9,97.162720782,2,56.749590648,3,-9,-9,97.162720782,2,"'-5'","'Central City'","'1980-1989'","'3 5-19 units'","'2 2BR'","'2 Renter'","'.'","'.'","'.'","'.'","'.'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'.'","'3 50 - 60% AMI'","'3 50 - 60% AMI'","'3 50 - 60% AMI'","'3 50 - 60% AMI'","'.'","'.'","'.'","'-5'","'-5'"
"24728","'399299960340'",-9,"'4'","'3'",50723,907,11092,18470,29536,-6,3,1960,"'3'",1,500000,3,"'-6'",1,5,1052.7030475,-6,-6,"'-6'",-6,1,"'1'",58.833333333,45.833333333,3427.6440299,5358.4233528,4031.6072491,3009.7505609,-9,-9,50723,11092,18470,29536,-9,16479.542857,27441.142857,43882.057143,52751.92,-9,-9,-9,-9,-9,-9,-9,259.90667485,7,-9,-9,377.91003637,3,305.70316676,7,-9,-9,444.49914544,3,406.31115249,7,-9,-9,590.78537517,3,228.21922394,7,-9,-9,331.835784,3,"'-5'","'-5'","'1960-1979'","'1 Single Family'","'3 3BR'","'1 Owner'","'.'","'.'","'.'","'.'","'.'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'.'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'.'","'.'","'.'","'-5'","'-5'"
"63104","'999900021108'",67,"'1'","'1'",76291,793,16380,27292,41315,11080,1,1970,"'1'",1,-6,-6,"'2'",2,3,137.47453015,1,1680,"'1'",180,2,"'2'",0,0,180,180,180,180,0,1,76291,16380,27292,41315,53403.7,17550,29241.428571,44266.071429,57218.25,1.2857142857,3.1458494449,1,15.162454874,1,5.2963430013,1,12.58339778,1,64.981949458,1,22.698612863,1,12.58339778,1,64.981949458,1,22.698612863,1,12.58339778,1,64.981949458,1,22.698612863,1,12.58339778,1,64.981949458,1,22.698612863,1,"'1 Adequate'","'Central City'","'1960-1979'","'2 2-4 units'","'1 1BR'","'2 Renter'","'1 LTE Poverty'","'1 LTE Poverty'","'1 LTE Poverty'","'1 LTE Poverty'","'1 LTE Poverty'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 Assisted'","'3 50% or More'","'-5'","'-5'"
"64075","'999900027286'",60,"'3'","'3'",59541,1208,19740,32876,52589,28261,3,2011,"'1'",1,160000,-6,"'1'",1,5,1819.1794834,5,70261,"'1'",1564,1,"'1'",268.83333333,88.333333333,1420.5194229,2038.3688062,1613.7876531,1286.7935128,70300,-9,59541,19740,32876,52589,64304.28,19008.888889,31658.37037,50641.259259,61922.64,0.267118316,109.26333364,6,248.6146987,4,145.40769868,3,91.760908313,5,201.05720574,4,117.59266746,3,104.24540382,6,228.41196745,4,133.59169313,3,131.67195754,7,288.50625332,4,168.73913959,3,83.122651929,5,182.12993352,3,106.52264179,3,"'1 Adequate'","'-5'","'After 2010'","'1 Single Family'","'3 3BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 150-200% Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'5 80 - 100% AMI'","'6 100 - 120% AMI'","'7 120% AMI +'","'5 80 - 100% AMI'","'6 100 - 120% AMI'","'.'","'1 Less than 30%'","'-5'","'-5'"
"32831","'498596130133'",63,"'1'","'2'",73600,966,15500,25800,41250,12019,2,1920,"'1'",1,280000,-6,"'1'",20,5,768.43907735,1,137987,"'1'",1724,4,"'1'",24,450,2334.8673234,3416.1037443,2673.0867262,2100.8469808,138000,-9,73600,15500,25800,41250,51520,19928.571429,33171.428571,53035.714286,66240,0.1499271671,267.83190994,7,1148.073883,4,357.10921325,3,140.99440359,7,777.05876475,4,241.70469186,3,161.41828057,7,889.62034318,4,276.7170524,3,206.28645799,7,1136.9011546,4,353.63392798,3,126.86274038,7,699.17529936,4,217.47898352,3,"'1 Adequate'","'Central City'","'-5'","'4 20-49 units'","'2 2BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'.'","'1 Less than 30%'","'-5'","'-5'"
"34694","'500226130103'",68,"'2'","'2'",62258,973,15086,25142,40197,14007,3,2004,"'1'",1,90000,-6,"'1'",1,5,1840.0445527,2,62388,"'1'",468,1,"'1'",191,22.5,811.63592537,1159.1762035,920.34930484,736.41510096,32,-9,62258,15086,25142,40197,49806.4,19611.8,32684.6,52256.1,64748.32,0.090017311,125.26101063,7,445.40586849,4,160.29804728,3,50.140972021,2,231.78008863,4,83.415819668,2,56.857030721,3,262.82553147,4,94.588828864,2,71.611198778,4,331.02768716,4,119.13424497,3,45.494005155,2,210.29916498,4,75.685005237,2,"'1 Adequate'","'-5'","'2000-2009'","'1 Single Family'","'3 3BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'3 GT FMR'","'2 50.1 - 100% FMR'","'3 GT FMR'","'2 30 - 50% AMI'","'3 50 - 60% AMI'","'4 60 - 80% AMI'","'2 30 - 50% AMI'","'7 120% AMI +'","'.'","'1 Less than 30%'","'-5'","'-5'"
"58355","'999900012356'",-9,"'1'","'3'",67496,701,14199,23649,37798,-6,1,2009,"'3'",1,-6,1,"'-6'",90,3,1653.5878908,-6,-6,"'-6'",-6,5,"'2'",219,8.3333333333,1726.3333333,1726.3333333,1726.3333333,1726.3333333,-9,-9,67496,14199,23649,37798,-9,15213.214286,25338.214286,40497.857143,50622,-9,-9,-9,-9,-9,-9,-9,136.40972963,7,-9,-9,246.26723728,3,136.40972963,7,-9,-9,246.26723728,3,136.40972963,7,-9,-9,246.26723728,3,136.40972963,7,-9,-9,246.26723728,3,"'-5'","'Central City'","'2000-2009'","'5 50+ units'","'1 1BR'","'2 Renter'","'.'","'.'","'.'","'.'","'.'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'.'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'.'","'.'","'.'","'-5'","'-5'"
"61082","'999900015879'",25,"'1'","'4'",61900,1101,19900,33150,53000,15470,1,1970,"'1'",1,-6,-6,"'2'",100,3,200.58090398,2,128993,"'1'",1608,5,"'2'",54,4,1608,1608,1608,1608,96000,0,61900,19900,33150,53000,49520,18656.25,31078.125,49687.5,46425,0.1495895126,260.48667205,7,833.82676147,4,292.89963669,3,138.546042,7,415.77246283,4,146.04904632,3,138.546042,7,415.77246283,4,146.04904632,3,138.546042,7,415.77246283,4,146.04904632,3,138.546042,7,415.77246283,4,146.04904632,3,"'1 Adequate'","'Central City'","'1960-1979'","'5 50+ units'","'1 1BR'","'2 Renter'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'7 120% AMI +'","'0 Not Assisted'","'1 Less than 30%'","'West'","'-5'"
"5924","'189957760149'",79,"'4'","'3'",50723,907,12670,21096,33752,14007,3,1975,"'1'",1,150000,-6,"'1'",1,7,2339.0409718,2,25777,"'1'",485,1,"'1'",285,83.333333333,1365.2265423,1944.4603392,1546.4155081,1239.8585016,0,-9,50723,12670,21096,33752,40578.4,16471,27424.8,43877.6,52751.92,0.2257826745,63.523943773,4,184.02941386,3,71.05016538,2,103.52051962,6,389.86979147,4,150.52111822,3,117.25946719,6,441.61219621,4,170.49785094,3,147.44186291,7,555.28245568,4,214.38371987,3,94.014284341,5,354.06825204,4,136.69884251,3,"'1 Adequate'","'-5'","'1960-1979'","'1 Single Family'","'3 3BR'","'1 Owner'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'3 150-200% Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'2 50.1 - 100% FMR'","'6 100 - 120% AMI'","'6 100 - 120% AMI'","'7 120% AMI +'","'5 80 - 100% AMI'","'4 60 - 80% AMI'","'.'","'1 Less than 30%'","'-5'","'-5'"
"19633","'369502920140'",40,"'1'","'2'",64400,1095,17400,29000,46350,18126,3,1930,"'1'",1,-6,-6,"'2'",1,6,659.25493186,3,5961,"'1'",1103,1,"'2'",353,0,1103,1103,1103,1103,6000,1,64400,17400,29000,46350,57960,20106.666667,33511.111111,53560,66976,2.2204328133,10.284679089,1,32.886461437,1,13.609589041,1,65.874343048,4,243.40726029,4,100.73059361,3,65.874343048,4,243.40726029,4,100.73059361,3,65.874343048,4,243.40726029,4,100.73059361,3,65.874343048,4,243.40726029,4,100.73059361,3,"'1 Adequate'","'Central City'","'-5'","'1 Single Family'","'3 3BR'","'2 Renter'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'4 200%+ Poverty'","'1 LTE Poverty'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'3 GT FMR'","'1 LTE 50% FMR'","'4 60 - 80% AMI'","'4 60 - 80% AMI'","'4 60 - 80% AMI'","'4 60 - 80% AMI'","'1 LTE 30% AMI'","'1 Assisted'","'3 50% or More'","'-5'","'-5'"
"63353","'999900021419'",72,"'1'","'1'",76291,793,16380,27292,41315,11128,1,1950,"'1'",1,-6,-6,"'2'",6,3,234.32886677,1,1000,"'1'",242,3,"'2'",24,0,242,242,242,242,0,1,76291,16380,27292,41315,53403.7,17550,29241.428571,44266.071429,57218.25,2.904,1.8725294315,1,8.986340762,1,3.1525851198,1,16.917679237,1,86.987778577,1,30.51702396,1,16.917679237,1,86.987778577,1,30.51702396,1,16.917679237,1,86.987778577,1,30.51702396,1,16.917679237,1,86.987778577,1,30.51702396,1,"'1 Adequate'","'Central City'","'1940-1959'","'3 5-19 units'","'1 1BR'","'2 Renter'","'1 LTE Poverty'","'1 LTE Poverty'","'1 LTE Poverty'","'1 LTE Poverty'","'1 LTE Poverty'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 50% FMR'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 LTE 30% AMI'","'1 Assisted'","'3 50% or More'","'-5'","'-5'"
"37104","'578206390443'",29,"'1'","'1'",89100,1202,26750,44550,64400,23581,2,1919,"'1'",1,-6,-6,"'2'",16,4,83.857030926,4,18600,"'1'",768,3,"'2'",118,0,768,768,768,768,15000,0,89100,26750,44550,64400,89100,24075,40095,57960,80190,0.495483871,20.875420875,1,78.877062041,1,38.685524126,1,38.309016087,2,130.27437344,2,63.893510815,2,38.309016087,2,130.27437344,2,63.893510815,2,38.309016087,2,130.27437344,2,63.893510815,2,38.309016087,2,130.27437344,2,63.893510815,2,"'1 Adequate'","'Central City'","'-5'","'3 5-19 units'","'2 2BR'","'2 Renter'","'2 100-150% Poverty'","'2 100-150% Poverty'","'2 100-150% Poverty'","'2 100-150% Poverty'","'1 LTE Poverty'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'2 50.1 - 100% FMR'","'1 LTE 50% FMR'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'2 30 - 50% AMI'","'1 LTE 30% AMI'","'0 Not Assisted'","'2 30% to 50%'","'-5'","'-5'"
